N,p_gen,p_swap,delta_pct,region
15,0.2,0.81,89.47852272233725,inset
15,0.2,0.84,91.33154259401381,inset
15,0.2,0.87,91.49477950570511,inset
15,0.2,0.9,90.97496122313316,inset
15,0.2,0.93,83.01711718311235,inset
15,0.2,0.96,83.00229182582123,inset
15,0.2,0.99,77.32321750429644,inset
15,0.23,0.75,85.74524730089502,inset
15,0.23,0.78,89.28295905628883,inset
15,0.23,0.81,90.19142598487284,inset
15,0.23,0.84,92.05263711628885,inset
15,0.23,0.87,92.10542989292276,inset
15,0.23,0.9,92.22026340350513,inset
15,0.23,0.93,91.7333758147809,inset
